SI,Name,Manufacturer,Location,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Year,Kilometers_Driven
1433,Maruti 800 AC,Maruti,Jaipur,Petrol,Manual,First,796,37,4,16.1,0.75,2007,59000
1434,Honda City i DTEC V,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,26,5,2014,36000
1435,Mahindra XUV500 W8 2WD,Mahindra,Mumbai,Diesel,Manual,First,2179,140,7,16,7.75,2012,37000
1436,Ford Figo Diesel ZXI,Ford,Chennai,Diesel,Manual,First,1399,68,5,20,2.6,2010,90000
1437,Ford EcoSport 1.5 Petrol Titanium,Ford,Pune,Petrol,Manual,First,1497,121.36,5,17,9.2,2018,17000
1438,Hyundai i20 Asta 1.2,Hyundai,Mumbai,Petrol,Manual,First,1197,81.83,5,18.6,5.05,2015,42575
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Hyderabad,Diesel,Manual,First,2494,100,7,12.99,9.6,2012,131000
1440,Renault Duster 85PS Diesel RxL Optional,Renault,Mumbai,Diesel,Manual,First,1461,83.8,5,20.46,5.5,2013,74000
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Mumbai,Diesel,Manual,First,2494,100.6,8,12.99,9.35,2013,47234
1442,Honda City 1.5 S MT,Honda,Delhi,Petrol,Manual,First,1497,118,5,17,2.6,2009,231673
1443,Maruti Alto K10 VXI,Maruti,Hyderabad,Petrol,Manual,First,998,67.1,5,24.07,3.5,2016,10000
1444,Nissan Micra Active XL Petrol,Nissan,Kochi,Petrol,Manual,First,1198,67.04,5,19.49,4.26,2016,49389
1445,Maruti Celerio VXI AT,Maruti,Chennai,Petrol,Automatic,Second,998,67.04,5,23.1,4.25,2016,12000
1446,Mercedes-Benz New C-Class 200 Kompressor,MercedesBenz,Hyderabad,Petrol,Manual,Second,1796,178,5,11.7,11.75,2010,65000
1447,Ford Fiesta Diesel Style,Ford,Chennai,Diesel,Manual,First,1498,88.7,5,23.5,3.5,2013,177000
1448,Hyundai Verna 1.6 VTVT S,Hyundai,Jaipur,Petrol,Manual,First,1591,121.3,5,17.01,7.5,2015,89000
1449,Hyundai i20 1.4 Asta (AT),Hyundai,Chennai,Petrol,Automatic,Third,1396,100,5,15,3.25,2009,72000
1450,Maruti Swift Dzire VXi,Maruti,Chennai,Petrol,Manual,First,1298,85.8,5,17.5,4.9,2012,49000
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,MercedesBenz,Hyderabad,Diesel,Automatic,First,2143,170,5,14.84,27,2014,51355
1452,Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,Petrol,Manual,First,1197,81.86,5,18.6,8.91,2017,13460
1453,Hyundai Verna 1.6 VTVT EX AT,Hyundai,Kochi,Petrol,Automatic,First,1591,121.4,5,17.01,6.69,2014,35642
1454,Chevrolet Cruze LTZ,Chevrolet,Kochi,Diesel,Manual,First,1998,163.7,5,17.3,6.02,2014,52895
1455,Toyota Corolla Altis 1.8 G,Toyota,Mumbai,Petrol,Manual,First,1798,138.03,5,14.28,4.5,2010,93000
1456,Maruti A-Star Vxi,Maruti,Pune,Petrol,Manual,First,998,66.1,5,19,2,2011,70000
1457,Nissan Micra Diesel XV Premium,Nissan,Kolkata,Diesel,Manual,First,1461,63.1,5,23.08,2.4,2012,32048
1458,Tata Nano LX,Tata,Pune,Petrol,Manual,First,624,37.48,4,25.4,1.2,2013,4700
1459,Maruti Swift Dzire Tour LDI,Maruti,Delhi,Diesel,Manual,First,1248,74,5,23.4,2.9,2014,71800
1461,Audi Q3 2.0 TDI Quattro,Audi,Ahmedabad,Diesel,Automatic,First,1968,184,5,17.32,27,2016,45000
1462,Honda Amaze VX i-DTEC,Honda,Chennai,Diesel,Manual,First,1498,98.6,5,25.8,7.5,2016,15388
1463,Chevrolet Optra 1.6 LS,Chevrolet,Mumbai,Petrol,Manual,First,1599,104,5,14.7,1.5,2004,98798
1464,Audi Q5 2.0 TDI Premium Plus,Audi,Hyderabad,Diesel,Automatic,First,1968,174.3,5,14.16,39.5,2016,43000
1465,Maruti Ritz VDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.94,5,23.2,3.39,2012,85112
1466,Mahindra Scorpio S6 7 Seater,Mahindra,Kochi,Diesel,Manual,First,2179,120,7,15.4,12.4,2018,37804
1467,Maruti Ciaz ZDi SHVS,Maruti,Chennai,Diesel,Manual,First,1248,88.5,5,28.09,6.85,2014,45000
1468,Toyota Corolla Altis Aero D 4D J,Toyota,Pune,Diesel,Manual,Second,1364,138,5,21.43,5.75,2011,116000
1469,Tata Indica V2 eLS,Tata,Chennai,Diesel,Manual,Second,1396,69,5,25,2,2015,100073
1470,Maruti 800 Std BSIII,Maruti,Jaipur,Petrol,Manual,First,796,37,4,16.1,0.9,2006,165000
1471,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Kolkata,Petrol,Manual,First,1198,74,5,16.47,3.8,2015,22000
1472,Hyundai Elantra 2.0 SX Option AT,Hyundai,Delhi,Petrol,Automatic,First,1999,149.92,5,14.62,16.35,2017,9500
1473,Toyota Fortuner 4x2 4 Speed AT,Toyota,Hyderabad,Diesel,Automatic,First,2982,169,7,11.5,16.5,2012,152000
1474,Maruti Baleno Zeta 1.2,Maruti,Coimbatore,Petrol,Manual,First,1197,83.1,5,21.4,8.7,2019,17705
1475,Maruti Baleno Zeta 1.2,Maruti,Mumbai,Petrol,Manual,First,1197,83.1,5,21.4,6.1,2016,12000
1476,Mini Cooper Countryman D,Mini,Hyderabad,Diesel,Automatic,First,1998,112,5,23.8,21.94,2013,51000
1477,Mercedes-Benz S Class 2005 2013 320 CDI,MercedesBenz,Chennai,Diesel,Automatic,Second,2987,210,5,13,22,2009,42000
1478,Maruti Alto K10 LXI,Maruti,Delhi,Petrol,Manual,First,998,67.1,5,20.92,2.65,2015,51000
1479,Maruti Swift VXI Optional,Maruti,Kochi,Petrol,Manual,First,1197,81.8,5,20.4,5.27,2017,42527
1480,Chevrolet Sail LT ABS,Chevrolet,Kolkata,Diesel,Manual,First,1248,74,5,22.1,2.48,2014,45000
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Kolkata,Diesel,Manual,First,2494,102,8,12.8,6,2011,70000
1482,Toyota Fortuner 3.0 Diesel,Toyota,Mumbai,Diesel,Manual,First,2982,171,7,11.5,8.9,2009,92000
1483,BMW 3 Series 320d Sport Line,BMW,Hyderabad,Diesel,Automatic,Second,1995,184,5,18.88,18,2012,57156
1484,Skoda Octavia Ambition 1.4 TSI MT,Skoda,Coimbatore,Petrol,Manual,First,1395,138.02,5,16.8,11.64,2016,53211
1485,Toyota Fortuner 3.0 Diesel,Toyota,Kolkata,Diesel,Manual,First,2982,171,7,11.5,8.99,2019,80000
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Volkswagen,Bangalore,Diesel,Automatic,First,1896,105,5,15.5,5.25,2009,74000
1487,Hyundai i20 1.4 CRDi Asta,Hyundai,Kolkata,Diesel,Manual,First,1396,90,5,23,2.95,2011,37000
1488,Tata Manza Club Class Quadrajet90 LX,Tata,Mumbai,Diesel,Manual,Second,1248,88.76,5,21.02,2.65,2013,64000
1489,Volkswagen Vento Petrol Highline,Volkswagen,Pune,Petrol,Manual,First,1598,103.6,5,15.04,4,2013,57197
1490,Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,Chennai,Diesel,Automatic,First,1582,126.2,5,17.6,12.5,2016,55000
1491,Maruti Ritz VXI,Maruti,Mumbai,Petrol,Manual,First,1197,85.8,5,21.1,3.25,2014,33000
1492,Honda CR-V 2.0L 2WD MT,Honda,Delhi,Petrol,Manual,First,1997,141.1,5,13.1,4,2008,70000
1493,Mahindra XUV500 W8 2WD,Mahindra,Delhi,Diesel,Manual,Second,2179,140,7,15.1,6.25,2012,75000
1494,Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,Jaipur,Diesel,Manual,First,1498,108.62,5,21.66,5.8,2016,58095
1495,Tata Zest Revotron 1.2 XT,Tata,Kolkata,Petrol,Manual,First,1193,88.7,5,17.57,5,2015,7445
1496,Jaguar XJ 3.0L Portfolio LWB,Jaguar,Kochi,Diesel,Automatic,First,2993,270.88,5,12.9,58.73,2016,17652
1497,Toyota Corolla Altis 1.8 VL CVT,Toyota,Kochi,Petrol,Automatic,First,1798,138.03,5,14.28,17.49,2018,28321
1498,Maruti A-Star Vxi,Maruti,Pune,Petrol,Manual,Second,998,66.1,5,19,1.95,2011,69000
1499,Honda Accord VTi-L (AT),Honda,Mumbai,Petrol,Automatic,First,2354,142,5,11.1,3,2007,80000
1500,Hyundai i20 Asta (o),Hyundai,Delhi,Petrol,Manual,First,1197,80,5,17,5.5,2014,42365
1501,Toyota Fortuner 4x2 AT,Toyota,Delhi,Diesel,Automatic,First,2982,168.5,7,12.55,16.5,2013,123000
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,Petrol,Automatic,Second,1796,186,5,11.74,14.5,2011,40000
1503,Maruti Baleno Alpha 1.3,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,27.39,7.79,2016,30112
1504,Maruti Ertiga VDI,Maruti,Kochi,Diesel,Manual,First,1248,88.76,7,20.77,8.27,2017,43775
1505,Land Rover Range Rover Sport SE,Land,Kochi,Diesel,Automatic,First,2993,255,5,12.65,97.07,2019,26013
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Chevrolet,Mumbai,Petrol,Manual,First,1598,102.5,5,12.9,2.15,2012,56000
1507,Honda Civic 2006-2010 1.8 V AT,Honda,Hyderabad,Petrol,Automatic,Second,1799,130,5,12.9,3,2008,95000
1508,BMW X3 xDrive20d,BMW,Coimbatore,Diesel,Automatic,First,1995,184,5,16.09,28.79,2014,41089
1509,Skoda Laura Ambition 2.0 TDI CR AT,Skoda,Mumbai,Diesel,Automatic,First,1968,138.1,5,20,5.45,2011,41988
1510,Maruti Swift Dzire VDI,Maruti,Delhi,Diesel,Manual,First,1248,74,5,23.4,3.95,2013,72486
1511,Volvo V40 Cross Country D3,Volvo,Pune,Diesel,Automatic,First,1984,150,5,23.3,16,2013,92000
1512,Maruti Swift Dzire ZXi,Maruti,Delhi,Petrol,Manual,First,1298,85.8,5,17.5,4.25,2013,40000
1513,Land Rover Range Rover 2.2L Pure,Land,Bangalore,Diesel,Automatic,First,2179,187.7,5,12.7,34.5,2014,56000
1514,Honda Accord 2.4 AT,Honda,Mumbai,Petrol,Automatic,Third,2354,177.6,5,11.7,2.6,2008,125000
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Kochi,Diesel,Manual,First,2494,100.6,8,12.99,13.48,2017,29219
1516,Toyota Fortuner 4x4 MT,Toyota,Hyderabad,Diesel,Manual,First,2982,168.5,7,12.55,32.1,2018,39927
1517,Honda Jazz 1.2 E i VTEC,Honda,Kochi,Petrol,Manual,First,1199,88.7,5,18.7,6.17,2018,38593
1518,Honda City 1.5 V MT,Honda,Kolkata,Petrol,Manual,First,1497,118,5,17,5.5,2015,32000
1519,Maruti Dzire AMT ZDI Plus,Maruti,Hyderabad,Diesel,Automatic,First,1248,73.75,5,28.4,9.15,2017,28226
1520,Nissan Sunny 2011-2014 Diesel XL,Nissan,Pune,Diesel,Manual,First,1461,84.8,5,21.64,4.5,2014,95000
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Chennai,Diesel,Manual,First,2494,100.6,8,12.99,10.5,2014,194000
1522,Honda Brio S MT,Honda,Coimbatore,Petrol,Manual,First,1198,86.8,5,19.4,5.37,2016,14821
1523,Volkswagen Vento Petrol Trendline,Volkswagen,Bangalore,Petrol,Manual,First,1598,103.6,5,15.04,5.45,2012,52000
1524,Mahindra XUV500 W4,Mahindra,Mumbai,Diesel,Manual,First,2179,140,7,16,9.25,2016,33000
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Ford,Chennai,Diesel,Manual,First,1498,98.96,5,23,7.7,2016,29200
1526,Skoda Yeti Ambition 4X2,Skoda,Hyderabad,Diesel,Manual,First,1968,108.49,5,17.72,7.99,2012,99754
1527,Hyundai i10 Sportz,Hyundai,Chennai,Petrol,Manual,First,1197,78.9,5,20.36,3,2012,49000
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Hyderabad,Diesel,Manual,First,2494,102,8,12.8,4,2005,299322
1529,Tata Zest Quadrajet 1.3 XT,Tata,Coimbatore,Diesel,Manual,First,1248,88.7,5,20.65,6.69,2018,38310
1530,Maruti Swift VDI,Maruti,Delhi,Diesel,Manual,First,1248,74,5,22.9,4.25,2014,56000
1531,Skoda Rapid 1.5 TDI AT Style,Skoda,Kolkata,Diesel,Automatic,First,1498,108.4,5,21.72,10.5,2017,31300
1532,Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,Diesel,Manual,First,2393,147.8,8,13.68,22.55,2019,11241
1533,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,Petrol,Manual,Second,1591,121.3,5,17.01,5.2,2014,48000
1534,Honda City i VTEC VX Option,Honda,Coimbatore,Petrol,Manual,First,1497,117.3,5,17.4,11.87,2019,23882
1535,Honda City i DTEC SV,Honda,Hyderabad,Diesel,Manual,First,1498,98.6,5,26,6.99,2014,65000
1536,Volkswagen Vento Diesel Highline,Volkswagen,Jaipur,Diesel,Manual,First,1598,103.6,5,20.54,5,2011,50000
1537,Audi Q5 2008-2012 3.0 TDI,Audi,Chennai,Diesel,Automatic,First,2967,236,5,12.19,44,2014,25000
1538,Maruti Alto 800 LXI,Maruti,Chennai,Petrol,Manual,First,796,47.3,5,22.74,2.79,2015,21000
1539,Tata Manza ELAN Quadrajet BS IV,Tata,Pune,Diesel,Manual,Second,1248,88.8,5,21.12,2.9,2012,148000
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Delhi,Petrol,Manual,First,1591,121.3,5,15.29,9.85,2016,68000
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Bangalore,Diesel,Automatic,First,2987,224,7,12,49,2014,52000
1542,Mahindra Thar CRDe,Mahindra,Jaipur,Diesel,Manual,First,2498,105,6,16.55,9.25,2016,19000
1543,Hyundai Verna 1.6 CRDI,Hyundai,Mumbai,Diesel,Manual,Second,1582,126.3,5,22.32,3.75,2011,74000
1544,Ford Aspire Titanium Diesel,Ford,Coimbatore,Diesel,Manual,First,1498,99,5,26.1,7.29,2017,30279
1545,Mini Cooper 3 DOOR D,Mini,Mumbai,Diesel,Automatic,First,1496,113.98,4,20.7,23.5,2016,20000
1546,Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,Petrol,Manual,First,796,35,5,14,2.6,2013,34834
1547,Mahindra Verito 1.5 D4 BSIV,Mahindra,Pune,Diesel,Manual,Second,1461,65,5,21.03,3.1,2015,90000
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Coimbatore,Diesel,Automatic,First,2143,203,5,14.21,29.98,2016,38730
1549,Renault Duster 110PS Diesel RxZ,Renault,Kochi,Diesel,Manual,First,1461,108.45,5,19.01,6.73,2016,57390
1550,Maruti Swift Dzire Tour LDI,Maruti,Kolkata,Diesel,Manual,First,1248,74,5,23.4,3.5,2016,100000
1551,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Kolkata,Petrol,Manual,First,1198,73.9,5,16.47,2.35,2011,50000
1552,Mahindra XUV500 W10 2WD,Mahindra,Coimbatore,Diesel,Manual,First,2179,140,7,16,16.13,2017,64961
1553,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,Petrol,Manual,First,1198,74,5,16.47,5.9,2014,72465
1554,Maruti Ritz VXI,Maruti,Hyderabad,Petrol,Manual,First,1197,85.8,5,21.1,3.9,2012,68776
1555,Chevrolet Optra 1.6 Elite,Chevrolet,Pune,Petrol,Manual,First,1598,74,5,14.7,1.5,2005,150000
1556,Toyota Innova 2.5 GX 7 STR BSIV,Toyota,Delhi,Diesel,Manual,First,2494,102,7,12.8,6.95,2012,68000
1557,Honda City i DTec SV,Honda,Delhi,Diesel,Manual,First,1498,98.6,5,26,7,2015,33000
1558,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,Coimbatore,Petrol,Manual,First,1198,73.75,5,17,7.23,2017,22389
1559,Maruti SX4 ZDI Leather,Maruti,Mumbai,Diesel,Manual,First,1248,88.8,5,21.5,3.81,2012,90000
1560,Maruti Swift ZXI,Maruti,Chennai,Petrol,Manual,Third,1197,85.8,5,18.6,4.5,2012,42000
1561,Hyundai Creta 1.6 CRDi SX,Hyundai,Pune,Diesel,Manual,First,1582,126.2,5,19.67,12.6,2017,38767
1562,Audi Q7 35 TDI Quattro Technology,Audi,Bangalore,Diesel,Automatic,First,2967,241.4,7,12.07,48,2015,21000
1563,Maruti Alto LXi BSIII,Maruti,Coimbatore,Petrol,Manual,First,796,46.3,5,19.7,2.96,2010,59136
1564,Honda Amaze SX i-DTEC,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,25.8,3.25,2014,36000
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,Diesel,Automatic,Second,1968,167.7,5,18.33,8.5,2011,95000
1566,Hyundai Elantra CRDi SX AT,Hyundai,Mumbai,Diesel,Automatic,First,1582,126.24,5,19.5,8.75,2013,51000
1567,Maruti Wagon R VXI BS IV,Maruti,Kochi,Petrol,Manual,First,998,67.1,5,18.9,3.08,2011,36411
1568,Land Rover Discovery Sport TD4 HSE 7S,Land,Mumbai,Diesel,Automatic,First,1999,148.31,7,12.81,41.5,2017,40000
1569,Honda City i VTEC SV,Honda,Pune,Petrol,Manual,First,1497,117.3,5,17.8,7,2016,27300
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,MercedesBenz,Kochi,Petrol,Automatic,Second,1991,181.03,5,14.74,11.5,2011,29813
1571,Maruti Wagon R LX BS IV,Maruti,Pune,Petrol,Manual,First,998,67.04,5,20.51,2.6,2011,71000
1572,Hyundai Verna 1.6 CRDI,Hyundai,Kolkata,Diesel,Manual,First,1582,126.3,5,22.32,4.3,2014,32000
1573,Maruti Ertiga VXI CNG,Maruti,Mumbai,CNG,Manual,First,1373,80.46,7,17.5,8.35,2017,19234
1574,Volkswagen Tiguan 2.0 TDI Highline,Volkswagen,Jaipur,Diesel,Automatic,First,1968,141,5,17.06,24.9,2017,50510
1575,BMW X1 sDrive 20d Exclusive,BMW,Pune,Diesel,Automatic,First,1995,177,5,15.06,13.75,2011,102000
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Kolkata,Diesel,Manual,First,1186,73.97,5,24,3.85,2014,42277
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,MercedesBenz,Mumbai,Diesel,Automatic,First,2143,201.1,5,13,23.25,2014,46000
1578,Mahindra Bolero ZLX,Mahindra,Chennai,Diesel,Manual,First,2523,74,7,13.6,7,2012,35000
1579,Hyundai Grand i10 Asta Option,Hyundai,Bangalore,Petrol,Manual,First,1197,82,5,18.9,5.75,2015,50000
1580,Hyundai i10 Magna 1.2,Hyundai,Mumbai,Petrol,Manual,Second,1197,78.9,5,20.36,1.65,2008,62000
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Volkswagen,Mumbai,Diesel,Manual,First,1968,138.1,5,19.33,6.5,2012,78000
1582,Skoda Yeti Elegance,Skoda,Chennai,Diesel,Manual,First,1968,138.08,5,17.67,7.5,2011,79000
1583,Audi Q7 45 TDI Quattro Premium Plus,Audi,Kochi,Diesel,Automatic,First,2967,245,7,14.75,72.94,2019,6773
1584,Toyota Fortuner 3.0 Diesel,Toyota,Chennai,Diesel,Manual,Second,2982,171,7,11.5,11,2010,135000
1585,Maruti Wagon R VXI Minor ABS,Maruti,Kochi,Petrol,Manual,First,1061,67,5,18.9,3.02,2013,36716
1586,Hyundai EON Era,Hyundai,Coimbatore,Petrol,Manual,First,814,55.2,5,21.1,3.32,2013,65060
1587,Honda Brio S MT,Honda,Delhi,Petrol,Manual,First,1198,86.8,5,19.4,3.24,2013,33000
1588,Maruti Alto 800 VXI,Maruti,Kolkata,Petrol,Manual,First,796,47.3,5,22.74,2.35,2015,11110
1589,Mahindra Bolero ZLX,Mahindra,Jaipur,Diesel,Manual,First,2523,62.1,7,15.96,5.5,2013,63000
1590,Honda City i VTEC SV,Honda,Mumbai,Petrol,Manual,First,1497,117.3,5,17.8,6.75,2015,27030
1591,Skoda Rapid 1.6 MPI Elegance Black Package,Skoda,Mumbai,Petrol,Manual,First,1598,103.52,5,15,6.15,2015,19600
1592,Maruti Swift VVT VXI,Maruti,Pune,Petrol,Manual,First,1197,81.8,5,22,5.45,2016,27755
1593,Hyundai EON Magna Plus,Hyundai,Hyderabad,Petrol,Manual,Second,814,55.2,5,21.1,2.3,2013,20000
1594,Maruti Swift Dzire ZXI,Maruti,Kochi,Petrol,Manual,First,1197,83.14,5,20.85,6.21,2015,24782
1595,Nissan Micra XV CVT,Nissan,Coimbatore,Petrol,Automatic,First,1198,76,5,19.34,5.21,2014,47303
1596,Audi Q7 4.2 FSI quattro,Audi,Delhi,Petrol,Automatic,First,4134,250,7,8.3,11.99,2008,71000
1597,Maruti Swift Vdi BSIII,Maruti,Pune,Diesel,Manual,First,1248,75,5,17.8,3.1,2010,135000
1598,Tata Xenon XT EX 4X2,Tata,Jaipur,Diesel,Manual,First,2179,138.03,5,13.49,7.5,2017,1000
1599,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Kolkata,Diesel,Manual,First,1498,88.8,5,20.14,4,2016,29000
1600,Honda City i VTEC SV,Honda,Kochi,Petrol,Manual,First,1497,117.3,5,17.8,7.73,2016,36367
1601,Honda City i VTEC V,Honda,Bangalore,Petrol,Manual,First,1497,117.3,5,17.4,7.8,2015,38000
1602,Maruti 800 AC BSIII,Maruti,Hyderabad,Petrol,Manual,First,796,37,4,16.1,1.3,2011,83969
1603,Volkswagen Polo 1.5 TDI Trendline,Volkswagen,Jaipur,Diesel,Manual,First,1498,88.8,5,20.14,4.42,2014,82621
1604,Chevrolet Captiva LTZ VCDi,Chevrolet,Pune,Diesel,Automatic,First,1991,147.9,7,12.5,4,2009,89000
1605,Mahindra XUV500 W10 2WD,Mahindra,Kolkata,Diesel,Manual,First,2179,140,7,16,13,2016,54000
1606,Honda Amaze VX i-DTEC,Honda,Kochi,Diesel,Manual,First,1498,98.6,5,25.8,5.38,2015,61691
1607,Hyundai i20 1.2 Sportz Option,Hyundai,Chennai,Petrol,Manual,Second,1197,80,5,17,3.25,2011,32200
1608,Maruti Wagon R AMT VXI,Maruti,Jaipur,Petrol,Automatic,First,998,67,5,20.51,3.87,2016,68630
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Mumbai,Diesel,Automatic,Second,1968,138.03,5,16.96,8.25,2014,61000
1610,Maruti Ciaz 1.4 Zeta,Maruti,Mumbai,Petrol,Manual,First,1373,91.1,5,20.73,9.28,2018,32644
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Mahindra,Delhi,Diesel,Automatic,First,2179,120,7,11.79,6.25,2012,85000
1612,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Mumbai,Petrol,Manual,Second,1150,74.9,5,15.26,1.15,2008,75000
1613,Maruti Ciaz ZXi Option,Maruti,Kochi,Petrol,Manual,First,1373,91.2,5,20.73,7.8,2016,40347
1614,Hyundai i20 1.4 CRDi Asta,Hyundai,Hyderabad,Diesel,Manual,First,1396,90,5,23,4.5,2012,60788
1615,Honda Jazz 1.2 SV i VTEC,Honda,Kochi,Petrol,Manual,First,1199,88.7,5,18.7,7.56,2018,18664
1616,Mahindra XUV500 W10 2WD,Mahindra,Coimbatore,Diesel,Manual,First,2179,140,7,16,16.08,2017,57847
1617,Hyundai i20 1.2 Sportz,Hyundai,Bangalore,Petrol,Manual,First,1197,80,5,17,4.5,2012,52237
1618,Hyundai Verna 1.6 SX,Hyundai,Chennai,Diesel,Manual,First,1582,126.32,5,22.32,5,2012,128000
1619,Hyundai i10 Era 1.1,Hyundai,Delhi,Petrol,Manual,First,1086,68.05,5,19.81,2.2,2011,54000
1620,Maruti Celerio VXI AT,Maruti,Bangalore,Petrol,Automatic,First,998,67.04,5,23.1,4,2014,49800
1621,Skoda Fabia 1.2 TDI Ambition,Skoda,Kolkata,Diesel,Manual,First,1199,73.9,5,20.86,2.51,2012,98000
1622,Maruti Swift VDI BSIV,Maruti,Delhi,Diesel,Manual,First,1248,74,5,25.2,4.75,2015,60095
1623,Hyundai i10 Magna(O) with Sun Roof,Hyundai,Pune,Petrol,Manual,Second,1086,66.7,5,16,2,2008,68000
1624,Hyundai i10 Magna 1.2,Hyundai,Jaipur,Petrol,Manual,Second,1197,78.9,5,20.36,2.1,2010,81402
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,Mumbai,Petrol,Automatic,First,1499,110,5,16.5,6.25,2013,38000
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,MercedesBenz,Kochi,Diesel,Automatic,Second,2987,210,5,11.5,10.6,2011,92239
1627,Maruti Swift VDI BSIV,Maruti,Ahmedabad,Diesel,Manual,First,1248,74,5,25.2,6,2017,49224
1628,Maruti 800 Std BSIII,Maruti,Jaipur,Petrol,Manual,Second,796,37,4,16.1,0.45,2004,12000
1629,Maruti Swift Lxi BSIII,Maruti,Pune,Petrol,Manual,Third,1298,88.2,5,16.1,2.5,2010,54898
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Mumbai,Petrol,Manual,First,1591,121.3,5,15.29,12.75,2018,2500
1631,BMW X1 M Sport sDrive 20d,BMW,Kochi,Diesel,Automatic,First,1995,190,5,17.05,30.29,2017,32838
1632,Ford Ikon 1.3 Flair,Ford,Hyderabad,Petrol,Manual,First,1299,70,5,13.8,1.6,2006,27076
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Kochi,Diesel,Manual,First,1498,89.84,5,22.7,7.54,2017,75445
1634,Maruti Ciaz VXi Plus,Maruti,Kochi,Petrol,Manual,First,1373,91.1,5,20.73,6.84,2015,46601
1635,Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Kolkata,Diesel,Automatic,First,1968,167.7,5,18.33,6,2012,72000
1636,Honda Jazz 1.5 VX i DTEC,Honda,Pune,Diesel,Manual,First,1498,98.6,5,27.3,8,2017,27000
1637,Audi A4 35 TDI Premium,Audi,Coimbatore,Diesel,Automatic,First,1968,174.33,5,17.11,24.74,2016,68193
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,Kochi,Diesel,Manual,First,1120,70,5,24,5.5,2017,34429
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Delhi,Diesel,Automatic,First,2987,224,7,12,36,2013,46000
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Coimbatore,Diesel,Manual,First,2494,100.6,7,12.99,11.79,2013,80544
1641,Nissan Sunny 2011-2014 XL,Nissan,Jaipur,Petrol,Manual,Second,1498,97.7,5,16.95,3,2011,42000
1642,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Bangalore,Diesel,Automatic,Second,1968,138.1,5,20,6.75,2011,94821
1643,Chevrolet Aveo 1.4 LS,Chevrolet,Jaipur,Petrol,Manual,First,1399,92.7,5,14.49,1.4,2006,100000
1644,Honda Mobilio V i DTEC,Honda,Mumbai,Diesel,Manual,First,1498,98.6,7,24.2,5.75,2014,57000
1645,Maruti Ritz VDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.9,5,21.1,3.4,2010,79894
